Header 24 Data,Header 25 Data,Header 26 Data,Header 27 Data,Header 28 Data
06730288,00053824,06693936,00004831,00006077
06731088,00053810,06697280,00004837,00006076
06730928,00053817,06697464,00004832,00006075
06730208,00053822,06694232,00004831,00006078
06730272,00053827,06699192,00004833,00006079
06730704,00053825,06693864,00004835,00006077
06731000,00053833,06697760,00004829,00006077
06730848,00053838,06696200,00004832,00006077
06730192,00053840,06694688,00004831,00006079
06730424,00053842,06699024,00004833,00006078
06730888,00053849,06693496,00004837,00006080
06730712,00053849,06698232,00004831,00006074
06730376,00053857,06695864,00004833,00006079
06730248,00053848,06695832,00004834,00006078
06730632,00053863,06698432,00004836,00006080
06730648,00053862,06693792,00004836,00006080
06730848,00053862,06699152,00004834,00006079
06730192,00053867,06694936,00004833,00006084
06729960,00053869,06696888,00004835,00006079
06730256,00053868,06698000,00004832,00006079
06730624,00053866,06693456,00004830,00006077
06730704,00053852,06699520,00004830,00006076
06730168,00053856,06693872,00004829,00006075
06730000,00053846,06697456,00004831,00006078
06730272,00053843,06696744,00004831,00006074
06730632,00053832,06694288,00004829,00006073
06730912,00053824,06699112,00004829,00006075
06730464,00053819,06693496,00004828,00006071
06730224,00053813,06698448,00004833,00006073
06730416,00053804,06695648,00004829,00006067
06730808,00053801,06695296,00004829,00006072
06730608,00053794,06698992,00004827,00006072
06730160,00053788,06693528,00004832,00006072
06730152,00053781,06699072,00004832,00006071
06730448,00053770,06695016,00004830,00006072
06730712,00053775,06696656,00004830,00006068
06730352,00053762,06698112,00004827,00006068
06730336,00053759,06693912,00004829,00006069
06730312,00053762,06699144,00004833,00006071
06730600,00053756,06694192,00004831,00006070
06730512,00053753,06696600,00004831,00006072
06730608,00053753,06697200,00004830,00006072
06730000,00053749,06694064,00004828,00006070
06730352,00053749,06699016,00004833,00006070
06730792,00053760,06693496,00004831,00006070
06730880,00053750,06697792,00004831,00006071
06730880,00053742,06696432,00004830,00006067
06729952,00053742,06694680,00004829,00006068
06730240,00053741,06699016,00004829,00006072
06730744,00053746,06693528,00004827,00006067
06730976,00053741,06698968,00004830,00006070
06730120,00053736,06695400,00004830,00006070
06729936,00053744,06695776,00004831,00006071
06730552,00053742,06698352,00004830,00006074
06730472,00053745,06693352,00004831,00006072
06730552,00053738,06698976,00004828,00006072
06730192,00053743,06693888,00004832,00006072
06730096,00053745,06696384,00004832,00006075
06730456,00053752,06697512,00004830,00006073
06730768,00053749,06693544,00004831,00006071
06730832,00053757,06699272,00004830,00006073
06730376,00053752,06693632,00004833,00006071
06729888,00053761,06697960,00004834,00006075
06730336,00053761,06696728,00004835,00006072
06730720,00053767,06694504,00004834,00006077
06731120,00053775,06699024,00004834,00006075
06730024,00053777,06693216,00004836,00006073
06730008,00053774,06698152,00004832,00006076
06730280,00053782,06695608,00004829,00006075
06730640,00053779,06695384,00004834,00006077
06730776,00053781,06698648,00004834,00006076
06729888,00053787,06693368,00004833,00006076
06729960,00053795,06698952,00004832,00006076
06730408,00053799,06694696,00004833,00006078
06730720,00053798,06696192,00004833,00006077
06730256,00053808,06697824,00004835,00006075
06729816,00053814,06693456,00004830,00006078
06729872,00053814,06699056,00004836,00006079
06730328,00053820,06693768,00004832,00006079
06730192,00053826,06697184,00004834,00006081
06730320,00053822,06696832,00004837,00006081
06729544,00053827,06693696,00004836,00006078
06729792,00053826,06699096,00004832,00006083
06730272,00053831,06693280,00004832,00006079
06730448,00053836,06697720,00004833,00006081
06730208,00053839,06695656,00004839,00006082
06729344,00053850,06694760,00004834,00006078
06729984,00053848,06698552,00004836,00006083
06730248,00053853,06692944,00004834,00006077
06730312,00053847,06698984,00004833,00006082
06730032,00053841,06695152,00004834,00006075
06729584,00053839,06695840,00004833,00006074
06729856,00053828,06698200,00004835,00006077
06729960,00053824,06693160,00004830,00006075
06730240,00053818,06699048,00004831,00006075
06729736,00053806,06693672,00004834,00006073
06729920,00053809,06696704,00004827,00006076
06730152,00053798,06697128,00004830,00006075
06730056,00053792,06693864,00004833,00006075
06730736,00053786,06699336,00004832,00006071
06729800,00053773,06693480,00004834,00006077
06729600,00053776,06698032,00004833,00006074
06730296,00053770,06696448,00004831,00006073
06730152,00053759,06694480,00004832,00006071
06730640,00053755,06698712,00004828,00006074
06729632,00053761,06693144,00004831,00006075
06729512,00053746,06698224,00004828,00006073
06730288,00053750,06695424,00004831,00006071
06730072,00053744,06695120,00004830,00006074
06730624,00053739,06698392,00004828,00006072
06729616,00053736,06693512,00004832,00006072
