Header 24 Data,Header 25 Data,Header 26 Data,Header 27 Data,Header 28 Data
08357856,00065396,08855592,00002177,00003196
08358256,00065413,08856320,00002178,00003198
08357200,00065425,08855216,00002177,00003197
08357264,00065439,08853760,00002179,00003201
08357568,00065455,08854352,00002180,00003201
08358088,00065466,08855720,00002180,00003203
08357792,00065479,08856120,00002183,00003204
08357480,00065496,08854856,00002181,00003202
08357680,00065515,08853968,00002183,00003205
08357720,00065521,08854368,00002182,00003208
08358160,00065537,08855904,00002183,00003209
08357608,00065558,08856040,00002183,00003209
08357536,00065570,08854752,00002184,00003211
08357304,00065580,08853712,00002183,00003209
08357712,00065606,08854592,00002184,00003208
08357888,00065622,08855984,00002183,00003212
08357808,00065631,08855928,00002182,00003213
08357080,00065653,08854744,00002183,00003212
08357520,00065662,08853856,00002182,00003211
08357640,00065673,08854904,00002186,00003209
08358456,00065671,08856088,00002182,00003212
08357560,00065659,08855720,00002181,00003210
08357440,00065637,08854352,00002181,00003204
08357352,00065611,08853664,00002181,00003208
08357784,00065570,08855024,00002182,00003199
08357912,00065543,08856040,00002179,00003201
08357304,00065504,08855720,00002178,00003197
08357096,00065476,08854288,00002179,00003198
08357288,00065450,08853880,00002179,00003201
08357864,00065426,08855112,00002178,00003199
08357760,00065393,08856416,00002177,00003198
08357840,00065372,08855504,00002179,00003196
08357288,00065339,08854056,00002173,00003194
08357640,00065315,08853992,00002175,00003191
08357880,00065290,08855232,00002178,00003191
08358072,00065261,08856048,00002177,00003191
08357152,00065236,08855056,00002176,00003192
08357280,00065203,08853864,00002176,00003191
08357616,00065183,08854080,00002175,00003187
08358072,00065160,08855440,00002174,00003187
08357832,00065130,08855992,00002178,00003186
08357432,00065119,08854984,00002175,00003183
08357024,00065105,08853784,00002173,00003185
08357784,00065101,08854016,00002173,00003187
08357872,00065090,08855632,00002174,00003184
08357632,00065097,08856264,00002175,00003186
08357592,00065101,08854760,00002176,00003183
08357104,00065103,08853672,00002176,00003187
08357728,00065104,08854112,00002173,00003188
08357672,00065109,08855696,00002176,00003183
08358040,00065115,08855808,00002178,00003188
08357136,00065117,08854352,00002174,00003185
08357496,00065115,08853560,00002176,00003183
08357704,00065128,08854448,00002177,00003185
08357992,00065126,08855688,00002175,00003189
08357352,00065135,08855768,00002173,00003186
08357096,00065137,08854008,00002176,00003188
08357392,00065147,08853488,00002177,00003185
08357856,00065157,08854376,00002177,00003188
08357520,00065174,08855824,00002174,00003186
08357368,00065173,08855544,00002175,00003187
08356800,00065185,08853752,00002173,00003190
08357320,00065197,08853600,00002175,00003189
08357480,00065213,08854592,00002175,00003192
08357608,00065225,08855720,00002176,00003190
08357352,00065236,08855208,00002174,00003192
08356904,00065248,08853776,00002176,00003192
08357312,00065264,08853704,00002175,00003193
08357560,00065280,08855016,00002179,00003195
08357624,00065296,08855760,00002178,00003195
08357072,00065317,08854904,00002178,00003192
08356968,00065331,08853648,00002175,00003195
08357160,00065347,08853744,00002177,00003196
08357824,00065368,08854968,00002175,00003195
08357400,00065381,08855616,00002178,00003197
08357128,00065399,08854616,00002177,00003197
08356888,00065410,08853280,00002176,00003198
08357528,00065432,08853680,00002180,00003200
08357480,00065448,08855192,00002180,00003200
08357656,00065459,08855616,00002182,00003205
08356696,00065477,08854160,00002183,00003201
08357200,00065492,08853248,00002180,00003203
08357280,00065507,08853760,00002180,00003202
08357712,00065519,08855360,00002182,00003204
08357336,00065540,08855360,00002181,00003204
08357104,00065555,08854336,00002181,00003210
08356944,00065568,08853264,00002181,00003210
08357336,00065587,08854008,00002184,00003208
08357584,00065607,08855288,00002180,00003214
08357352,00065625,08855552,00002183,00003212
08357072,00065648,08854048,00002182,00003212
08356768,00065663,08853112,00002183,00003215
08357640,00065688,08854160,00002186,00003215
