Header 24 Data,Header 25 Data,Header 26 Data,Header 27 Data,Header 28 Data
06993464,00054430,06988696,00001512,00002020
06993352,00054431,06988512,00001513,00002020
06993024,00054438,06988264,00001512,00002021
06993280,00054436,06988616,00001513,00002022
06993392,00054437,06988768,00001513,00002024
06993872,00054439,06988976,00001513,00002018
06993648,00054439,06988536,00001515,00002022
06993232,00054442,06988424,00001512,00002021
06993192,00054443,06988504,00001514,00002022
06993080,00054450,06988408,00001514,00002023
06993176,00054448,06988328,00001518,00002026
06993360,00054451,06988360,00001511,00002021
06993416,00054448,06988312,00001513,00002024
06993440,00054444,06988744,00001515,00002027
06993256,00054442,06988480,00001513,00002026
06993288,00054438,06987992,00001515,00002025
06993168,00054439,06988552,00001512,00002024
06993456,00054446,06988296,00001514,00002027
06993560,00054453,06988240,00001514,00002029
06993232,00054456,06988016,00001516,00002027
06993072,00054461,06987952,00001516,00002028
06993152,00054459,06988120,00001514,00002028
06993472,00054460,06988432,00001517,00002026
06993384,00054461,06988344,00001515,00002027
06993240,00054452,06988088,00001518,00002029
06993056,00054457,06988008,00001514,00002031
06992936,00054462,06988136,00001517,00002030
06992720,00054474,06988088,00001514,00002029
06992944,00054477,06988280,00001517,00002030
06992936,00054473,06987912,00001517,00002031
06992808,00054484,06987816,00001516,00002031
06992936,00054489,06987984,00001517,00002034
06992888,00054483,06987992,00001518,00002032
06993112,00054489,06988024,00001518,00002034
06993096,00054492,06987720,00001519,00002032
06993184,00054505,06987672,00001518,00002033
06993032,00054508,06987768,00001517,00002036
06992792,00054515,06987784,00001520,00002034
06992688,00054522,06987576,00001520,00002037
06993144,00054524,06987640,00001518,00002035
06993000,00054508,06987864,00001516,00002034
06993056,00054489,06987784,00001518,00002032
06992936,00054485,06987896,00001518,00002031
06992736,00054469,06988016,00001516,00002030
06992776,00054457,06987512,00001516,00002027
06992472,00054432,06987488,00001515,00002026
06992384,00054401,06987528,00001512,00002024
06992480,00054376,06987552,00001514,00002023
06992512,00054360,06987992,00001514,00002024
06992616,00054348,06987464,00001513,00002022
06992696,00054345,06987360,00001514,00002020
06992656,00054338,06987496,00001512,00002021
06992328,00054330,06987616,00001512,00002022
06992224,00054323,06987272,00001514,00002022
06992488,00054318,06986984,00001513,00002021
06992576,00054302,06987048,00001513,00002021
06993024,00054287,06987224,00001513,00002021
06992920,00054279,06987376,00001514,00002021
06993208,00054274,06987392,00001513,00002019
06993208,00054258,06987352,00001513,00002021
06992672,00054252,06987376,00001511,00002020
